player_id,transfer_date,transfer_season,from_club_id,to_club_id,from_club_name,to_club_name,transfer_fee,market_value_in_eur,player_name
606576,2022-08-26,22/23,583,1132,Paris SG,Burnley,,250000.0,Denis Franchi
623521,2022-08-26,22/23,418,3709,Real Madrid,Getafe,0.0,1000000.0,Juanmi Latasa
668177,2022-08-26,22/23,13,13222,Atlético,CD Mirandés,0.0,,Javi Serrano
711544,2022-08-26,22/23,6945,54189,Palace U21,RWDM,0.0,150000.0,Jake O'Brien
343052,2022-08-25,22/23,11,417,Arsenal,Nice,0.0,25000000.0,Nicolas Pépé
375382,2022-08-25,22/23,2420,1049,Vit. Guimarães,Valencia,8000000.0,5000000.0,André Almeida
548188,2022-08-25,22/23,3679,10718,Atl. Madrileño,FC Andorra,0.0,1500000.0,Germán Valera
834737,2022-08-25,22/23,9478,2395,Espanyol U19,SC YF Juventus,0.0,,Adri Miranda
286384,2022-08-24,22/23,985,244,Man Utd,Marseille,0.0,6000000.0,Eric Bailly
288318,2022-08-24,22/23,714,3302,Espanyol,UD Almería,1000000.0,4000000.0,Adrián Embarba
488626,2022-08-23,22/23,331,1536,CA Osasuna,Burgos CF,0.0,800000.0,Jesús Areso
559330,2022-08-23,22/23,9249,3008,Arsenal U21,Hull City,0.0,,Salah Oulad
624942,2022-08-23,22/23,398,1103,Lazio,Ternana,0.0,2800000.0,Raúl Moro
1056096,2022-08-23,22/23,98735,39452,Rolly FC,Granada CF U19,,,Eghosa Bello
16306,2022-08-22,22/23,418,985,Real Madrid,Man Utd,70650000.0,40000000.0,Casemiro
131996,2022-08-22,22/23,405,6890,Aston Villa,Basaksehir,0.0,16000000.0,Bertrand Traoré
199369,2022-08-22,22/23,5358,472,SD Huesca,UD Las Palmas,0.0,3500000.0,Sandro Ramírez
233124,2022-08-22,22/23,405,1010,Aston Villa,Watford,0.0,4000000.0,Kortney Hause
404418,2022-08-22,22/23,197,234,Sparta Prague,Feyenoord,8300000.0,4500000.0,Dávid Hancko
587002,2022-08-22,22/23,1148,3455,Brentford,Forest Green,0.0,1000000.0,Myles Peart-Harris
735571,2022-08-21,22/23,931,641,Fulham,Middlesbrough,0.0,5000000.0,Rodrigo Muniz
353032,2022-08-19,22/23,44,3709,Hertha BSC,Getafe,0.0,10000000.0,Omar Alderete
429014,2022-08-19,22/23,543,703,Wolves,Nott'm Forest,29500000.0,11000000.0,Morgan Gibbs-White
636703,2022-08-19,22/23,2464,12351,Barça Atlètic,Linares,0.0,,Fermín López
1012534,2022-08-19,22/23,10428,14364,Steve Biko FC,Odense BK U19,,,Yankuba Minteh
495621,2022-08-18,22/23,418,2687,Real Madrid,Cádiz CF,0.0,5000000.0,Antonio Blanco
601883,2022-08-18,22/23,336,543,Sporting,Wolves,47400000.0,35000000.0,Matheus Nunes
610849,2022-08-18,22/23,9265,512,Man City U21,Stoke City,0.0,1500000.0,Liam Delap
352041,2022-08-17,22/23,585,537,São Paulo,Botafogo,350000.0,1000000.0,Lucas Perri
538996,2022-08-17,22/23,27,368,Bayern Munich,Sevilla FC,16000000.0,9000000.0,Tanguy Nianzou
608832,2022-08-17,22/23,4795,60,FC Ingolstadt,Freiburg,2900000.0,800000.0,Merlin Röhl
649452,2022-08-17,22/23,281,244,Man City,Marseille,0.0,4000000.0,Issa Kaboré
1019408,2022-08-17,22/23,21354,40495,Badajoz U19,Las Palmas U19,,,Iñaki González
352041,2022-08-16,22/23,2646,585,Náutico,São Paulo,0.0,1000000.0,Lucas Perri
366930,2022-08-16,22/23,58,281,RSC Anderlecht,Man City,15000000.0,10000000.0,Sergio Gómez
556385,2022-08-16,22/23,148,410,Tottenham,Udinese,0.0,17000000.0,Destiny Udogie
556385,2022-08-16,22/23,410,148,Udinese,Tottenham,18000000.0,17000000.0,Destiny Udogie
590690,2022-08-16,22/23,366,11596,Real Valladolid,AD Alcorcón,0.0,400000.0,Víctor García
620362,2022-08-16,22/23,9251,2962,Man Utd U21,Altrincham,0.0,,Dermot Mee
99922,2022-08-15,22/23,150,449,Real Betis,Trabzonspor,1250000.0,6000000.0,Marc Bartra
348795,2022-08-14,22/23,148,1050,Tottenham,Villarreal,0.0,22000000.0,Giovani Lo Celso
628498,2022-08-14,22/23,714,13222,Espanyol,CD Mirandés,0.0,100000.0,Jofre Carreras
66934,2022-08-13,22/23,873,703,Crystal Palace,Nottm Forest,0.0,4000000.0,Cheikhou Kouyaté
466805,2022-08-13,22/23,131,1049,Barcelona,Valencia,0.0,20000000.0,Nico González
603940,2022-08-12,22/23,6767,472,RM Castilla,UD Las Palmas,0.0,500000.0,Marvin Park
626888,2022-08-12,22/23,12124,1110,Aston Villa U21,Huddersfield,0.0,300000.0,Kaine Kesler-Hayden
636697,2022-08-12,22/23,3302,171,UD Almería,Real Murcia,0.0,250000.0,Arnau Solà
745689,2022-08-12,22/23,6930,39336,Man City U18,Brighton U21,,,Luca Barrington
821522,2022-08-12,22/23,6699,972,Exeter City,Yeovil Town,0.0,50000.0,Alfie Pond
221899,2022-08-11,22/23,221,3302,Santos,UD Almería,1500000.0,1500000.0,Léo Baptistão
258475,2022-08-11,22/23,3302,1108,UD Almería,Alavés,0.0,1200000.0,Nikola Maras
586834,2022-08-11,22/23,873,358,Crystal Palace,Charlton,0.0,500000.0,Jesurun Rak-Sakyi
668183,2022-08-11,22/23,621,13222,Athletic Club,CD Mirandés,0.0,2500000.0,Nico Serrano
40433,2022-08-10,22/23,46,244,Inter,Marseille,0.0,3500000.0,Alexis Sánchez
272622,2022-08-10,22/23,379,931,West Ham,Fulham,17800000.0,10000000.0,Issa Diop
341501,2022-08-10,22/23,1003,1010,Leicester,Watford,0.0,4000000.0,Hamza Choudhury
540941,2022-08-10,22/23,1038,1148,Sampdoria,Brentford,15000000.0,15000000.0,Mikkel Damsgaard
658269,2022-08-10,22/23,13222,16795,CD Mirandés,Granada CF,1500000.0,1000000.0,Víctor Meseguer
895458,2022-08-10,22/23,11615,41452,CD Guijuelo,CD Mirandés B,0.0,,Adrián Pica
128969,2022-08-09,22/23,681,190,Real Sociedad,Copenhagen,500000.0,5000000.0,Mathew Ryan
266795,2022-08-09,22/23,398,2239,Lazio,Cremonese,0.0,2500000.0,Gonzalo Escalante
394694,2022-08-09,22/23,78435,16795,Charlotte,Granada CF,1000000.0,1000000.0,Sergio Ruiz
485706,2022-08-09,22/23,1082,29,Lille,Everton,39870000.0,10000000.0,Amadou Onana
490421,2022-08-09,22/23,11669,2687,Cádiz B,Cádiz CF,,150000.0,Momo Mbaye
709347,2022-08-09,22/23,69015,15066,Salamanca CF B,Hércules CF B,0.0,,Antonio Alemán
944124,2022-08-09,22/23,82851,47421,Paracuellos,CF Talavera,0.0,,Lass Sangaré
128901,2022-08-08,22/23,543,29,Wolves,Everton,0.0,25000000.0,Conor Coady
225122,2022-08-08,22/23,1049,543,Valencia,Wolves,32600000.0,40000000.0,Gonçalo Guedes
398163,2022-08-08,22/23,12,1038,Roma,Sampdoria,0.0,5000000.0,Gonzalo Villar
469781,2022-08-08,22/23,234,989,Feyenoord,Bournemouth,15000000.0,17000000.0,Marcos Senesi
506248,2022-08-08,22/23,1533,714,SD Eibar,Espanyol,4500000.0,4000000.0,Edu Expósito
676042,2022-08-08,22/23,368,13222,Sevilla FC,CD Mirandés,0.0,500000.0,Juanlu Sánchez
905997,2022-08-08,22/23,2855,8733,SD Compostela,Celta Vigo B,,250000.0,Pablo Durán
85288,2022-08-07,22/23,418,368,Real Madrid,Sevilla FC,0.0,7500000.0,Isco
307519,2022-08-07,22/23,366,2687,Real Valladolid,Cádiz CF,0.0,1500000.0,Fede San Emeterio
563137,2022-08-07,22/23,9899,681,Real Sociedad B,Real Sociedad,,3000000.0,Robert Navarro
634431,2022-08-07,22/23,9899,681,Real Sociedad B,Real Sociedad,,3000000.0,Beñat Turrientes
448344,2022-08-06,22/23,714,16795,Espanyol,Granada CF,0.0,3000000.0,Óscar Melendo
746739,2022-08-06,22/23,8824,7048,Sheff Utd U21,Bradford PA,0.0,,Andre Brooks
284857,2022-08-05,22/23,1237,631,Brighton,Chelsea,65300000.0,28000000.0,Marc Cucurella
463605,2022-08-05,22/23,415,1082,Toulouse,Lille,3000000.0,3000000.0,Bafodé Diakité
545647,2022-08-05,22/23,940,11972,Celta de Vigo,Villarreal CF B,0.0,1500000.0,Sergio Carreira
586736,2022-08-05,22/23,9249,4542,Arsenal U21,CyD Leonesa,0.0,,Joel López
614258,2022-08-05,22/23,631,1237,Chelsea,Brighton,0.0,5000000.0,Levi Colwill
646658,2022-08-05,22/23,12124,1123,Aston Villa U21,Norwich,0.0,1000000.0,Aaron Ramsey
670878,2022-08-05,22/23,9267,11438,West Ham U21,Harrow Borough,0.0,,Jacob Knightbridge
1169436,2022-08-05,22/23,36810,70725,Dnipro U17,SC Dnipro-1 U19,,,Vladyslav Krapyvtsov
212391,2022-08-04,22/23,3368,1531,Levante,Elche CF,3000000.0,5000000.0,Roger Martí
286779,2022-08-04,22/23,3631,82696,América,Mazatlán FC,0.0,2500000.0,Jorge Meré
322702,2022-08-04,22/23,1096,1132,Royal Antwerp,Burnley,4000000.0,3000000.0,Benson Manuel
406040,2022-08-04,22/23,23826,800,Leipzig,Atalanta,16100000.0,10000000.0,Ademola Lookman
572265,2022-08-04,22/23,4172,610,Pisa,Ajax,0.0,6000000.0,Lorenzo Lucca
583199,2022-08-04,22/23,9265,350,Man City U21,Sheff Utd,0.0,3000000.0,James McAtee
801472,2022-08-04,22/23,9606,9250,Brighton U18,Chelsea U21,1000000.0,,Zak Sturge
504855,2022-08-03,22/23,1031,1034,Luton,Grimsby Town,0.0,,John McAtee
505674,2022-08-03,22/23,13,367,Atlético,Rayo Vallecano,0.0,3000000.0,Sergio Camello
581640,2022-08-03,22/23,2464,8733,Barça Atlètic,Celta Vigo B,0.0,100000.0,Coke Carrillo
627248,2022-08-03,22/23,9261,22,Everton U21,Derby,0.0,300000.0,Lewis Dobbin
656316,2022-08-03,22/23,631,432,Chelsea,Chicago,0.0,3000000.0,Gabriel Slonina
852727,2022-08-03,22/23,1244,16486,CD Leganés,CF Fuenlabrada,0.0,150000.0,Diego García
875235,2022-08-03,22/23,515,6945,Without Club,Palace U21,,75000.0,Seán Grehan
72476,2022-08-02,22/23,11,931,Arsenal,Fulham,3600000.0,9000000.0,Bernd Leno
378293,2022-08-02,22/23,281,12321,Man City,Girona,0.0,14000000.0,Yangel Herrera
395122,2022-08-02,22/23,4941,3329,León,Famalicão,0.0,2500000.0,Santiago Colombatto
504855,2022-08-02,22/23,1034,1031,Grimsby Town,Luton,,,John McAtee
656316,2022-08-02,22/23,432,631,Chicago,Chelsea,9090000.0,3000000.0,Gabriel Slonina
143812,2022-08-01,22/23,46,398,Inter,Lazio,0.0,3500000.0,Matías Vecino
297212,2022-08-01,22/23,148,273,Tottenham,Stade Rennais,0.0,8000000.0,Joe Rodon
298976,2022-08-01,22/23,418,3709,Real Madrid,Getafe,10000000.0,9000000.0,Borja Mayoral
399434,2022-08-01,22/23,641,989,Middlesbrough,Bournemouth,11900000.0,4500000.0,Marcus Tavernier
461617,2022-08-01,22/23,13,12321,Atlético,Girona,0.0,2000000.0,Rodrigo Riquelme
883539,2022-08-01,22/23,55579,10161,Cardiff City Yo,Leeds U18,,,Charlie Crew
947411,2022-08-01,22/23,12797,9264,Sunderland U18,Sunderland U21,,,Chris Rigg
331505,2022-07-30,22/23,131,940,Barcelona,Celta de Vigo,0.0,6000000.0,Óscar Mingueza
456292,2022-07-30,22/23,1148,3537,Brentford,Crawley Town,0.0,300000.0,Ellery Balcombe
591957,2022-07-30,22/23,8880,12405,Alavés B,Real Unión,0.0,50000.0,Victor Parada
819590,2022-07-30,22/23,1531,13222,Elche CF,CD Mirandés,0.0,500000.0,José Salinas
127108,2022-07-29,22/23,1108,367,Alavés,Rayo Vallecano,0.0,2000000.0,Florian Lejeune
406556,2022-07-29,22/23,39336,1237,Brighton U21,Brighton,,,Tom McGill
503769,2022-07-29,22/23,11,1042,Arsenal,Crewe Alexandra,0.0,1500000.0,Arthur Okonkwo
652331,2022-07-29,22/23,6767,171,RM Castilla,Real Murcia,0.0,200000.0,Javi Rueda
734425,2022-07-29,22/23,6942,54704,Fulham U18,Brentford B,,,Michael Olakigbe
866655,2022-07-29,22/23,6893,6918,Southampton U18,Chelsea U18,1700000.0,,Tyler Dibling
935300,2022-07-29,22/23,6767,17676,RM Castilla,AD Alcorcón B,0.0,,Piri
1015619,2022-07-29,22/23,102351,43562,HB Abuja,Jong KAA Gent,0.0,,Ahmed Abdullahi
76467,2022-07-28,22/23,1010,1050,Watford,Villarreal,980000.0,2500000.0,Kiko Femenía
175449,2022-07-28,22/23,1050,331,Villarreal,CA Osasuna,1800000.0,8000000.0,Moi Gómez
411975,2022-07-28,22/23,368,131,Sevilla FC,Barcelona,50000000.0,60000000.0,Jules Koundé
424042,2022-07-28,22/23,410,13,Udinese,Atlético,20000000.0,20000000.0,Nahuel Molina
584769,2022-07-28,22/23,1132,29,Burnley,Everton,17000000.0,18000000.0,Dwight McNeil
714458,2022-07-28,22/23,39341,1088,Leicester U21,Rochdale,0.0,,Ben Nelson
938146,2022-07-28,22/23,14321,21058,Barça U16,FC Bayern U17,0.0,,Adam Aznou
196722,2022-07-27,22/23,873,2578,Crystal Palace,St. Johnstone,0.0,300000.0,Remi Matthews
480762,2022-07-27,22/23,610,985,Ajax,Man Utd,57370000.0,32000000.0,Lisandro Martínez
578539,2022-07-27,22/23,27,873,Bayern Munich,Crystal Palace,12000000.0,7500000.0,Chris Richards
618809,2022-07-27,22/23,13,331,Atlético,CA Osasuna,0.0,10000000.0,Manu Sánchez
663225,2022-07-27,22/23,9261,2963,Everton U21,Burton Albion,0.0,200000.0,Tyler Onyango
724529,2022-07-27,22/23,6945,990,Palace U21,Coventry,0.0,,Tayo Adaramola
70245,2022-07-26,22/23,3709,16795,Getafe,Granada CF,0.0,1200000.0,Ignasi Miquel
348026,2022-07-26,22/23,23826,583,Leipzig,PSG,12000000.0,20000000.0,Nordi Mukiele
583510,2022-07-26,22/23,3709,16795,Getafe,Granada CF,0.0,300000.0,Miguel Rubio
665390,2022-07-26,22/23,405,603,Aston Villa,Cardiff,0.0,3000000.0,Jaden Philogene
801734,2022-07-26,22/23,273,27,Stade Rennais,Bayern Munich,20000000.0,2000000.0,Mathys Tel
811778,2022-07-26,22/23,985,466,Man Utd,Preston,0.0,2000000.0,Álvaro Carreras
61253,2022-07-25,22/23,430,16795,Fiorentina,Granada CF,0.0,1000000.0,José Callejón
129444,2022-07-25,22/23,714,12321,Espanyol,Girona,0.0,1800000.0,David López
281989,2022-07-25,22/23,16795,3709,Granada CF,Getafe,5000000.0,5000000.0,Luis Milla
520651,2022-07-25,22/23,39336,3697,Brighton U21,Morecambe FC,0.0,150000.0,Jensen Weir
522784,2022-07-25,22/23,40058,12321,New York City,Girona,0.0,12000000.0,Taty Castellanos
596446,2022-07-25,22/23,399,677,Leeds,Ipswich,1200000.0,800000.0,Leif Davis
74810,2022-07-22,22/23,1132,1148,Burnley,Brentford,0.0,2500000.0,Ben Mee
243879,2022-07-22,22/23,3329,2239,Famalicão,Cremonese,3800000.0,2500000.0,Charles Pickel
256267,2022-07-22,22/23,398,237,Lazio,RCD Mallorca,8020000.0,7000000.0,Vedat Muriqi
473169,2022-07-22,22/23,23826,610,Leipzig,Ajax,16350000.0,9000000.0,Brian Brobbey
720518,2022-07-22,22/23,1084,2464,Málaga CF,Barça Atlètic,0.0,600000.0,Roberto Fernández
743591,2022-07-22,22/23,1095,383,Troyes,PSV,0.0,6000000.0,Savinho
946276,2022-07-22,22/23,9478,67751,Espanyol U19,CD Ibiza,0.0,,Adrián Salguero
67082,2022-07-21,22/23,13,472,Atlético Madrid,UD Las Palmas,0.0,1500000.0,Vitolo
141660,2022-07-21,22/23,985,703,Man Utd,Nott'm Forest,0.0,18000000.0,Jesse Lingard
926952,2022-07-21,22/23,14355,5618,Nordsjaell. U19,Lecce U19,0.0,,Patrick Dorgu
199321,2022-07-20,22/23,940,244,Celta de Vigo,Marseille,0.0,3000000.0,Rubén Blanco
338285,2022-07-20,22/23,621,940,Athletic Club,Celta de Vigo,0.0,9000000.0,Unai Núñez
461883,2022-07-20,22/23,124,610,Rangers,Ajax,23000000.0,10000000.0,Calvin Bassey
560694,2022-07-20,22/23,1110,703,Huddersfield,Nott'm Forest,9400000.0,3500000.0,Lewis O'Brien
661145,2022-07-20,22/23,26468,12405,Dep. La Guaira,Real Unión,,300000.0,Jon Aramburu
38253,2022-07-19,22/23,27,131,Bayern Munich,Barcelona,45000000.0,45000000.0,Robert Lewandowski
326031,2022-07-19,22/23,506,27,Juventus,Bayern Munich,67000000.0,70000000.0,Matthijs de Ligt
405398,2022-07-19,22/23,418,681,Real Madrid,Real Sociedad,6500000.0,7500000.0,Takefusa Kubo
483348,2022-07-19,22/23,641,148,Middlesbrough,Tottenham,14700000.0,8000000.0,Djed Spence
503679,2022-07-19,22/23,31,1181,Liverpool,Blackpool,0.0,4000000.0,Rhys Williams
743589,2022-07-19,22/23,221,3302,Santos,UD Almería,7000000.0,8000000.0,Kaiky
890817,2022-07-19,22/23,3679,12567,Atl. Madrileño,Eldense,0.0,,Dimitrios Stamatakis
949489,2022-07-19,22/23,17676,8510,AD Alcorcón B,Getafe CF B,0.0,,Abdoulaye Keita
54217,2022-07-18,22/23,472,16795,UD Las Palmas,Granada CF,0.0,200000.0,Raúl Fernández
470596,2022-07-18,22/23,1148,3884,Brentford,AFC Wimbledon,0.0,200000.0,Paris Maghoma
505673,2022-07-18,22/23,13,142,Atlético,Real Zaragoza,0.0,3000000.0,Víctor Mollejo
551182,2022-07-18,22/23,11000,2865,CD Lugo,Betis Deportivo,0.0,200000.0,Fran Vieites
610622,2022-07-18,22/23,1533,16575,SD Eibar,SD Amorebieta,0.0,300000.0,Urko Izeta
618801,2022-07-18,22/23,31506,3679,Atl. Madrid U19,Atl. Madrileño,,,Alejandro Iturbe
661053,2022-07-17,22/23,29,383,Everton,PSV,0.0,3000000.0,Jarrad Branthwaite
709726,2022-07-16,22/23,1421,583,Stade Reims,PSG,0.0,28000000.0,Hugo Ekitiké
741238,2022-07-16,22/23,9249,9250,Arsenal U21,Chelsea U21,,,Omari Hutchinson
45494,2022-07-15,22/23,1132,703,Burnley,Nott'm Forest,0.0,500000.0,Wayne Hennessey
288323,2022-07-15,22/23,1020,677,Portsmouth,Ipswich,700000.0,100000.0,Marcus Harness
462070,2022-07-15,22/23,2419,2403,River Plate,Wanderers,0.0,125000.0,Nicolás Fonseca
485585,2022-07-15,22/23,9250,1132,Chelsea U21,Burnley,0.0,5000000.0,Ian Maatsen
638649,2022-07-15,22/23,8824,1088,Sheff Utd U21,Rochdale,0.0,150000.0,Femi Seriki
743498,2022-07-15,22/23,6326,1095,Paris SG U19,Troyes,0.0,,Wilson Odobert
866246,2022-07-15,22/23,8955,1092,IF Bromma U19,Brommapojkarna,,,Lucas Bergvall
29712,2022-07-14,22/23,543,337,Wolves,Birmingham,0.0,300000.0,John Ruddy
343273,2022-07-14,22/23,367,3368,Rayo Vallecano,Levante,0.0,300000.0,Joni Montiel
371851,2022-07-14,22/23,2410,410,CSKA Moscow,Udinese,5760000.0,3500000.0,Jaka Bijol
568559,2022-07-14,22/23,506,252,Juventus,Genoa,0.0,3500000.0,Radu Drăgușin
593412,2022-07-14,22/23,12321,12181,Girona,San Fernando CD,0.0,100000.0,Ilyas Chaira
625047,2022-07-14,22/23,621,13222,Athletic Club,CD Mirandés,0.0,500000.0,Beñat Prados
648195,2022-07-14,22/23,209,294,River Plate,Benfica,44250000.0,15000000.0,Enzo Fernández
717411,2022-07-14,22/23,60551,54704,SC Dnipro-1,Brentford B,1500000.0,400000.0,Yegor Yarmolyuk
127181,2022-07-13,22/23,162,714,Monaco,Espanyol,0.0,5000000.0,Benjamin Lecomte
339079,2022-07-13,22/23,1496,377,Pardubice,Banik Ostrava,0.0,300000.0,Jiri Letacek
411295,2022-07-13,22/23,399,131,Leeds,Barcelona,58000000.0,45000000.0,Raphinha
454576,2022-07-13,22/23,234,2503,Feyenoord,Boavista,0.0,1200000.0,Róbert Boženík
500067,2022-07-13,22/23,2410,44,CSKA Moscow,Hertha BSC,0.0,7500000.0,Chidera Ejuke
560705,2022-07-13,22/23,17686,12351,CD Leganés B,Linares,0.0,250000.0,Álex Sancris
792331,2022-07-13,22/23,16104,190,Copenhagen U19,Copenhagen,,1500000.0,Roony Bardghji
1032447,2022-07-13,22/23,11669,21322,Cádiz B,Sanluqueño,0.0,,Julio Cabrera
148262,2022-07-12,22/23,762,1032,Newcastle,Reading,0.0,5000000.0,Jeff Hendrick
242606,2022-07-12,22/23,58,1132,RSC Anderlecht,Burnley,3000000.0,5000000.0,Josh Cullen
469050,2022-07-12,22/23,1132,543,Burnley,Wolves,24300000.0,10000000.0,Nathan Collins
500689,2022-07-12,22/23,417,995,Nice,FC Nantes,0.0,3000000.0,Evann Guessand
625882,2022-07-12,22/23,47421,8733,CF Talavera,Celta Vigo B,0.0,150000.0,Javi Domínguez
644401,2022-07-12,22/23,3008,1148,Hull City,Brentford,19000000.0,12000000.0,Keane Lewis-Potter
882710,2022-07-12,22/23,59026,8519,UCAM Murcia B,Sevilla Atl.,0.0,,Ramón Martínez
1032280,2022-07-12,22/23,12318,8519,Málaga U19,Sevilla Atl.,0.0,,Oso
197135,2022-07-11,22/23,681,2687,Real Sociedad,Cádiz CF,0.0,4000000.0,Joseba Zaldua
257376,2022-07-11,22/23,16795,3709,Granada CF,Getafe,750000.0,8000000.0,Domingos Duarte
289257,2022-07-11,22/23,681,1108,Real Sociedad,Alavés,0.0,1200000.0,Jon Guridi
543387,2022-07-11,22/23,826,873,Lens,Crystal Palace,22600000.0,15000000.0,Cheick Doucouré
551001,2022-07-11,22/23,9252,3329,Liverpool U21,Famalicão,0.0,400000.0,Owen Beck
623025,2022-07-11,22/23,15080,11245,Rayo B,UD Sanse,0.0,,Sergio Gimeno
503680,2022-07-10,22/23,31,703,Liverpool,Nott'm Forest,20000000.0,8000000.0,Neco Williams
468198,2022-07-09,22/23,124,180,Rangers,Southampton,8200000.0,10000000.0,Joe Aribo
541621,2022-07-09,22/23,2865,10718,Betis Deportivo,FC Andorra,0.0,100000.0,Marc Vidal
559794,2022-07-09,22/23,148,289,Tottenham,Sunderland,,3500000.0,Jack Clarke
561702,2022-07-09,22/23,9899,2296,Real Sociedad B,CD Numancia,0.0,1000000.0,Gaizka Ayesa
591949,2022-07-09,22/23,1025,1148,Bologna,Brentford,14250000.0,18000000.0,Aaron Hickey
900601,2022-07-09,22/23,42394,9253,Galway United,Newcastle U21,100000.0,,Alex Murphy
907559,2022-07-09,22/23,14583,11854,Ind. Yumbo,Junior FC,0.0,525000.0,Nelson Deossa
982097,2022-07-09,22/23,54168,50677,Brighton Yth.,Chelsea Youth,1170000.0,,Shumaira Mheuka
182904,2022-07-08,22/23,131,148,Barcelona,Tottenham,0.0,12000000.0,Clément Lenglet
243760,2022-07-08,22/23,648,3368,CD Tenerife,Levante,0.0,500000.0,Álex Muñoz
284884,2022-07-08,22/23,368,940,Sevilla FC,Celta de Vigo,0.0,9000000.0,Óscar Rodríguez
303657,2022-07-08,22/23,46,2239,Inter,Cremonese,0.0,3500000.0,Ionuț Radu
439022,2022-07-08,22/23,141,368,Galatasaray,Sevilla FC,13000000.0,14000000.0,Marcão
505493,2022-07-08,22/23,8733,10718,Celta Vigo B,FC Andorra,0.0,300000.0,Diego Pampín
646353,2022-07-08,22/23,39336,1198,Brighton U21,Lincoln City,0.0,,Carl Rushworth
443222,2022-07-07,22/23,331,472,CA Osasuna,UD Las Palmas,250000.0,500000.0,Marc Cardona
459463,2022-07-07,22/23,1010,813,Watford,Columbus,9550000.0,9000000.0,Cucho Hernández
506189,2022-07-07,22/23,2288,379,Swansea,West Ham,10650000.0,2000000.0,Flynn Downes
576024,2022-07-07,22/23,209,281,River Plate,Man City,0.0,23000000.0,Julián Alvarez
636697,2022-07-07,22/23,2470,3302,Barça U19,UD Almería,0.0,250000.0,Arnau Solà
639733,2022-07-07,22/23,2464,630,Barça Atlètic,Racing,0.0,200000.0,Peque Fernández
707276,2022-07-07,22/23,6182,21550,Valencia B,Recre Granada,0.0,50000.0,Miki Bosch
717957,2022-07-07,22/23,367,993,Rayo Vallecano,Córdoba CF,0.0,500000.0,Jorge Moreno
35047,2022-07-06,22/23,16,13,Dortmund,Atlético,0.0,4000000.0,Axel Witsel
246963,2022-07-06,22/23,349,1031,Barnsley FC,Luton,2000000.0,1000000.0,Carlton Morris
309110,2022-07-06,22/23,940,681,Celta de Vigo,Real Sociedad,14000000.0,18000000.0,Brais Méndez
332705,2022-07-06,22/23,23826,399,Leipzig,Leeds,17000000.0,17000000.0,Tyler Adams
412042,2022-07-06,22/23,7971,21550,Hércules CF,Recre Granada,0.0,150000.0,Adri López
495625,2022-07-06,22/23,418,2687,Real Madrid,Cádiz CF,1000000.0,2500000.0,Víctor Chust
626953,2022-07-06,22/23,6688,2464,Bilbao Athletic,Barça Atlètic,0.0,400000.0,Álvaro Núñez
628451,2022-07-06,22/23,9265,180,Man City U21,Southampton,22260000.0,2000000.0,Roméo Lavia
743591,2022-07-06,22/23,330,1095,Atlético-MG,Troyes,6500000.0,6000000.0,Savinho
895331,2022-07-06,22/23,40422,2865,Betis U19,Betis Deportivo,,,Dani Pérez
937941,2022-07-06,22/23,10825,28643,FC Sochaux B,SK Beveren,0.0,,Thierno Barry
148368,2022-07-05,22/23,31,5,Liverpool,AC Milan,0.0,12000000.0,Divock Origi
237499,2022-07-05,22/23,237,1108,RCD Mallorca,Alavés,0.0,500000.0,Aleksandar Sedlar
339340,2022-07-05,22/23,234,985,Feyenoord,Man Utd,15000000.0,17000000.0,Tyrell Malacia
498237,2022-07-05,22/23,1075,720,Braga,Porto,20280000.0,15000000.0,David Carmo
567504,2022-07-05,22/23,1414,101419,Amora FC,CF Estrela U23,,,Guilherme Fernandes
196948,2022-07-04,22/23,631,131,Chelsea,Barcelona,0.0,35000000.0,Andreas Christensen
217144,2022-07-04,22/23,237,1084,RCD Mallorca,Málaga CF,0.0,1000000.0,Aleix Febas
257455,2022-07-04,22/23,336,931,Sporting,Fulham,24900000.0,25000000.0,João Palhinha
343463,2022-07-04,22/23,114,2282,Besiktas,Club Brugge,0.0,10000000.0,Cyle Larin
351749,2022-07-04,22/23,399,281,Leeds,Man City,49000000.0,50000000.0,Kalvin Phillips
363205,2022-07-04,22/23,281,11,Man City,Arsenal,52200000.0,50000000.0,Gabriel Jesus
433183,2022-07-04,22/23,9265,350,Man City U21,Sheff Utd,0.0,2500000.0,Tommy Doyle
457931,2022-07-04,22/23,398,150,Lazio,Real Betis,0.0,16000000.0,Luiz Felipe
640109,2022-07-04,22/23,46,749,Inter,FC Empoli,0.0,7000000.0,Martín Satriano
742201,2022-07-04,22/23,13,142,Atlético,Real Zaragoza,0.0,500000.0,Giuliano Simeone
340205,2022-07-03,22/23,16575,621,SD Amorebieta,Athletic Club,0.0,600000.0,Gorka Guruzeta
638588,2022-07-03,22/23,367,13241,Rayo Vallecano,UD Ibiza,0.0,200000.0,Martín Pascual
118997,2022-07-02,22/23,3368,331,Levante,CA Osasuna,0.0,2500000.0,Aitor Fernández
173504,2022-07-02,22/23,1132,29,Burnley,Everton,0.0,22000000.0,James Tarkowski
258919,2022-07-02,22/23,985,703,Man Utd,Nott'm Forest,0.0,18000000.0,Dean Henderson
284430,2022-07-02,22/23,16795,7077,Granada CF,FC Cartagena,0.0,1000000.0,Aarón Escandell
357628,2022-07-02,22/23,8733,630,Celta Vigo B,Racing,0.0,300000.0,Alfon González
